user_id,user_uuid,post_url,button_text,button_url
5119063217,03d2bbf0-9879-4e5e-9b93-0568f2da350f,https://t.me/c/2620006618/57,,
7281380610,0bbbae2b-8ffd-47ca-a80a-8acb5a76e685,https://t.me/c/2620006618/57,,
1903811081,0cbe7239-045d-45ae-9e74-4c4d2fbfa2c6,https://t.me/c/2620006618/57,,
7223342214,0f31fa9a-5dd5-49a6-9535-ba3fd91b2ad3,https://t.me/c/2620006618/57,,
7513085982,11953763-27c1-4c7b-a4b4-f28772a92a09,https://t.me/c/2620006618/57,,
5643265814,14c63d8a-465d-48f0-9af2-21f0c67357b0,https://t.me/c/2620006618/57,,
6373792969,15de9bb6-259d-4f21-bda5-4a0a52146848,https://t.me/c/2620006618/57,,
6357946454,174501c8-0738-4681-b546-e458764597c3,https://t.me/c/2620006618/57,,
1089019001,17c6adeb-6ced-4768-a4a6-744c3e78ea7e,https://t.me/c/2620006618/57,,
7953454450,1935e8e9-f769-456e-8c68-cb3663d2db92,https://t.me/c/2620006618/57,,
571801324,20d3b8b1-04fb-482c-8b59-6766d8188630,https://t.me/c/2620006618/57,,
7799632981,2404af49-4004-4dfb-849e-fd9e090ac462,https://t.me/c/2620006618/57,,
5156647618,2c19a1bd-2eea-415d-8f19-61859b50cd58,https://t.me/c/2620006618/57,,
8166797251,2d13606f-d1d3-4add-b990-a009f6504934,https://t.me/c/2620006618/57,,
5450840029,2d2c8c52-917c-45fa-b822-5646586cdf85,https://t.me/c/2620006618/57,,
7860043862,2d40fa57-a0db-423f-a67e-ba1b4544b06a,https://t.me/c/2620006618/57,,
